transaction_id,user_id,product_id,transaction_date,quantity,price,subtotal,tax,shipping,discount,discount_code,total,payment_method,status,campaign_id,created_at
14,4,61,2024-01-06T00:00:00,1,25,767,61.36,0,0,,828.36,apple_pay,completed,,2024-01-06T00:00:00
14,4,8,2024-01-06T00:00:00,1,255,767,61.36,0,0,,828.36,apple_pay,completed,,2024-01-06T00:00:00
14,4,45,2024-01-06T00:00:00,1,244,767,61.36,0,0,,828.36,apple_pay,completed,,2024-01-06T00:00:00
14,4,4,2024-01-06T00:00:00,1,243,767,61.36,0,0,,828.36,apple_pay,completed,,2024-01-06T00:00:00
15,4,26,2023-11-15T00:00:00,1,-182,396,31.68,0,0,,427.68,google_pay,completed,1147,2023-11-15T00:00:00
15,4,35,2023-11-15T00:00:00,1,186,396,31.68,0,0,,427.68,google_pay,completed,1147,2023-11-15T00:00:00
15,4,21,2023-11-15T00:00:00,1,143,396,31.68,0,0,,427.68,google_pay,completed,1147,2023-11-15T00:00:00
15,4,20,2023-11-15T00:00:00,1,67,396,31.68,0,0,,427.68,google_pay,completed,1147,2023-11-15T00:00:00
1,5,2,2023-05-24T00:00:00,1,1238,2949,235.92,0,0,,3184.92,paypal,completed,,2023-05-24T00:00:00
1,5,5,2023-05-24T00:00:00,1,604,2949,235.92,0,0,,3184.92,paypal,completed,,2023-05-24T00:00:00
1,5,12,2023-05-24T00:00:00,1,1107,2949,235.92,0,0,,3184.92,paypal,completed,,2023-05-24T00:00:00
17,5,28,2024-09-20T00:00:00,1,32,32,2.56,8.0,0,,42.56,debit_card,completed,,2024-09-20T00:00:00
18,5,16,2023-09-02T00:00:00,1,88,538,43.04,0,0,,581.04,paypal,cancelled,,2023-09-02T00:00:00
18,5,43,2023-09-02T00:00:00,1,450,538,43.04,0,0,,581.04,paypal,cancelled,,2023-09-02T00:00:00
19,5,60,2021-11-30T00:00:00,1,20,20,1.6,8.0,0,,29.6,credit_card,completed,,2021-11-30T00:00:00
20,6,7,2024-04-12T00:00:00,1,1411,1993,159.44,0,0,,2152.44,paypal,completed,1297,2024-04-12T00:00:00
20,6,50,2024-04-12T00:00:00,1,327,1993,159.44,0,0,,2152.44,paypal,completed,1297,2024-04-12T00:00:00
20,6,8,2024-04-12T00:00:00,1,255,1993,159.44,0,0,,2152.44,paypal,completed,1297,2024-04-12T00:00:00
21,6,35,2024-05-06T00:00:00,1,186,186,14.88,0,0,,200.88,credit_card,completed,,2024-05-06T00:00:00
22,6,58,2024-12-19T00:00:00,1,38,38,3.04,8.0,0,,49.04,google_pay,completed,,2024-12-19T00:00:00
23,6,25,2024-04-02T00:00:00,1,38,151,12.08,0,0,,163.08,,completed,,2024-04-02T00:00:00
23,6,19,2024-04-02T00:00:00,1,113,151,12.08,0,0,,163.08,,completed,,2024-04-02T00:00:00
24,6,44,2024-06-16T00:00:00,1,375,497,39.76,0,0,,536.76,paypal,completed,,2024-06-16T00:00:00
24,6,47,2024-06-16T00:00:00,1,122,497,39.76,0,0,,536.76,paypal,completed,,2024-06-16T00:00:00
25,6,41,2024-06-02T00:00:00,1,394,394,31.52,0,0,,425.52,paypal,completed,,2024-06-02T00:00:00
26,7,39,2024-09-30T00:00:00,1,-262,394,31.52,0,0,,425.52,google_pay,completed,,2024-09-30T00:00:00
26,7,41,2024-09-30T00:00:00,1,394,394,31.52,0,0,,425.52,google_pay,completed,,2024-09-30T00:00:00
27,7,17,2021-08-15T00:00:00,1,88,88,7.04,0,0,,95.04,paypal,completed,,2021-08-15T00:00:00
27,7,26,2021-08-15T00:00:00,1,-182,88,7.04,0,0,,95.04,paypal,completed,,2021-08-15T00:00:00
1,7,11,2023-03-02T00:00:00,1,1276,1276,102.08,0,0,,1378.08,credit_card,completed,,2023-03-02T00:00:00
29,7,43,2023-10-02T00:00:00,1,450,450,36.0,0,0,,486.0,apple_pay,completed,,2023-10-02T00:00:00
30,8,24,2023-07-27T00:00:00,1,66,66,5.28,0,0,,71.28,debit_card,completed,,2023-07-27T00:00:00
31,8,42,2022-02-16T00:00:00,1,221,221,17.68,0,0,,238.68,apple_pay,completed,,2022-02-16T00:00:00
32,8,1,2024-11-29T00:00:00,1,249,1434,114.72,0,0,,1548.72,debit_card,completed,519,2024-11-29T00:00:00
32,8,6,2024-11-29T00:00:00,1,256,1434,114.72,0,0,,1548.72,debit_card,completed,519,2024-11-29T00:00:00
32,8,48,2024-11-29T00:00:00,1,431,1434,114.72,0,0,,1548.72,debit_card,completed,519,2024-11-29T00:00:00
32,8,8,2024-11-29T00:00:00,1,255,1434,114.72,0,0,,1548.72,debit_card,completed,519,2024-11-29T00:00:00
32,8,4,2024-11-29T00:00:00,1,243,1434,114.72,0,0,,1548.72,debit_card,completed,519,2024-11-29T00:00:00
33,8,45,2024-03-16T00:00:00,1,244,244,19.52,0,0,,263.52,credit_card,completed,,2024-03-16T00:00:00
34,9,47,2022-09-28T00:00:00,1,122,122,9.76,0,10.4,VIP15,121.35999999999999,credit_card,completed,,2022-09-28T00:00:00
35,9,18,2024-05-29T00:00:00,1,80,80,6.4,0,0,,86.4,,completed,,2024-05-29T00:00:00
36,9,39,2021-08-25T00:00:00,1,-262,0,0.0,8.0,0,,8.0,apple_pay,completed,,2021-08-25T00:00:00
37,9,18,2020-05-28T00:00:00,1,80,80,6.4,0,0,,86.4,credit_card,completed,,2020-05-28T00:00:00
38,9,37,2024-08-28T00:00:00,1,252,391,31.28,0,0,,422.28,,completed,,2024-08-28T00:00:00
38,9,38,2024-08-28T00:00:00,1,139,391,31.28,0,0,,422.28,,completed,,2024-08-28T00:00:00
39,9,46,2024-05-09T00:00:00,1,309,309,24.72,0,0,,333.72,debit_card,completed,,2024-05-09T00:00:00
40,9,10,2022-09-17T00:00:00,1,1454,1724,137.92,0,0,,1861.92,google_pay,completed,,2022-09-17T00:00:00
40,9,9,2022-09-17T00:00:00,1,270,1724,137.92,0,0,,1861.92,google_pay,completed,,2022-09-17T00:00:00
41,9,17,2022-06-26T00:00:00,1,88,126,10.08,0,0,,136.08,credit_card,completed,47,2022-06-26T00:00:00
41,9,25,2022-06-26T00:00:00,1,38,126,10.08,0,0,,136.08,credit_card,completed,47,2022-06-26T00:00:00
42,9,53,2023-08-13T00:00:00,1,18,18,1.44,8.0,0,,27.44,paypal,cancelled,184,2023-08-13T00:00:00
43,9,2,2021-10-21T00:00:00,1,1238,1238,99.04,0,0,,1337.04,credit_card,completed,,2021-10-21T00:00:00
44,9,36,2023-08-12T00:00:00,1,53,239,19.12,0,0,,258.12,paypal,refunded,,2023-08-12T00:00:00
44,9,28,2023-08-12T00:00:00,1,32,239,19.12,0,0,,258.12,paypal,refunded,,2023-08-12T00:00:00
44,9,28,2023-08-12T00:00:00,1,32,239,19.12,0,0,,258.12,paypal,refunded,,2023-08-12T00:00:00
44,9,47,2023-08-12T00:00:00,1,122,239,19.12,0,0,,258.12,paypal,refunded,,2023-08-12T00:00:00
45,9,15,2021-05-04T00:00:00,1,168,168,13.44,0,22.99,VIP15,158.45,paypal,completed,,2021-05-04T00:00:00
46,10,11,2021-08-09T00:00:00,1,1276,1276,102.08,0,0,,1378.08,google_pay,completed,,2021-08-09T00:00:00
47,10,52,2021-10-15T00:00:00,1,50,675,54.0,0,0,,729.0,credit_card,completed,434,2021-10-15T00:00:00
47,10,59,2021-10-15T00:00:00,1,32,675,54.0,0,0,,729.0,credit_card,completed,434,2021-10-15T00:00:00
47,10,43,2021-10-15T00:00:00,1,450,675,54.0,0,0,,729.0,credit_card,completed,434,2021-10-15T00:00:00
47,10,21,2021-10-15T00:00:00,1,143,675,54.0,0,0,,729.0,credit_card,completed,434,2021-10-15T00:00:00
48,10,47,2022-12-03T00:00:00,1,122,122,9.76,0,0,,-131.76,google_pay,completed,,2022-12-03T00:00:00
49,10,24,2021-05-22T00:00:00,1,66,66,5.28,0,0,,71.28,,completed,,2021-05-22T00:00:00
50,11,29,2024-08-04T00:00:00,1,118,188,15.04,0,0,,203.04,credit_card,completed,610,2024-08-04T00:00:00
50,11,34,2024-08-04T00:00:00,1,70,188,15.04,0,0,,203.04,credit_card,completed,610,2024-08-04T00:00:00
51,11,25,2022-11-16T00:00:00,1,38,38,3.04,8.0,0,,49.04,google_pay,completed,,2022-11-16T00:00:00
52,11,39,2024-05-08T00:00:00,1,-262,0,0.0,8.0,0,,8.0,credit_card,completed,,2024-05-08T00:00:00
53,11,55,2022-05-21T00:00:00,1,37,37,2.96,8.0,0,,47.96,google_pay,completed,,2022-05-21T00:00:00
54,12,15,2023-03-02T00:00:00,1,168,424,33.92,0,92.7,SAVE10,365.22,debit_card,completed,,2023-03-02T00:00:00
54,12,16,2023-03-02T00:00:00,1,88,424,33.92,0,92.7,SAVE10,365.22,debit_card,completed,,2023-03-02T00:00:00
54,12,15,2023-03-02T00:00:00,1,168,424,33.92,0,92.7,SAVE10,365.22,debit_card,completed,,2023-03-02T00:00:00
55,12,41,2024-04-11T00:00:00,1,394,394,31.52,0,66.22,WELCOME,359.29999999999995,apple_pay,completed,,2024-04-11T00:00:00
56,12,11,2022-07-26T00:00:00,1,1276,1328,106.24,0,0,,1434.24,debit_card,cancelled,46,2022-07-26T00:00:00
56,12,22,2022-07-26T00:00:00,1,25,1328,106.24,0,0,,1434.24,debit_card,cancelled,46,2022-07-26T00:00:00
56,12,56,2022-07-26T00:00:00,1,27,1328,106.24,0,0,,1434.24,debit_card,cancelled,46,2022-07-26T00:00:00
57,12,16,2024-11-06T00:00:00,1,88,201,16.08,0,0,,217.07999999999998,credit_card,completed,,2024-11-06T00:00:00
57,12,19,2024-11-06T00:00:00,1,113,201,16.08,0,0,,217.07999999999998,credit_card,completed,,2024-11-06T00:00:00
58,13,40,2024-07-06T00:00:00,1,129,779,62.32,0,74.32,FLASH20,767.0,paypal,completed,345,2024-07-06T00:00:00
58,13,6,2024-07-06T00:00:00,1,256,779,62.32,0,74.32,FLASH20,767.0,paypal,completed,345,2024-07-06T00:00:00
58,13,41,2024-07-06T00:00:00,1,394,779,62.32,0,74.32,FLASH20,767.0,paypal,completed,345,2024-07-06T00:00:00
59,13,30,2024-06-29T00:00:00,1,63,63,5.04,0,0,,68.04,apple_pay,completed,,2024-06-29T00:00:00
60,13,42,2023-11-28T00:00:00,1,221,221,17.68,0,0,,238.68,apple_pay,completed,,2023-11-28T00:00:00
61,14,23,2023-10-18T00:00:00,1,65,65,5.2,0,0,,70.2,paypal,completed,,2023-10-18T00:00:00
62,14,18,2021-09-15T00:00:00,1,80,130,10.4,0,0,,140.4,paypal,completed,,2021-09-15T00:00:00
62,14,52,2021-09-15T00:00:00,1,50,130,10.4,0,0,,140.4,paypal,completed,,2021-09-15T00:00:00
63,14,33,2021-05-01T00:00:00,1,262,530,42.4,0,0,,572.4,debit_card,completed,,2021-05-01T00:00:00
63,14,14,2021-05-01T00:00:00,1,150,530,42.4,0,0,,572.4,debit_card,completed,,2021-05-01T00:00:00
63,14,29,2021-05-01T00:00:00,1,118,530,42.4,0,0,,572.4,debit_card,completed,,2021-05-01T00:00:00
64,14,54,2020-08-13T00:00:00,1,12,39,3.12,8.0,0,,50.12,apple_pay,completed,,2020-08-13T00:00:00
64,14,56,2020-08-13T00:00:00,1,27,39,3.12,8.0,0,,50.12,apple_pay,completed,,2020-08-13T00:00:00
65,14,55,2021-09-04T00:00:00,1,37,37,2.96,8.0,4.36,VIP15,43.6,paypal,cancelled,1121,2021-09-04T00:00:00
66,14,17,2022-10-26T00:00:00,1,88,276,22.08,0,0,,298.08,,completed,,2022-10-26T00:00:00
66,14,25,2022-10-26T00:00:00,1,38,276,22.08,0,0,,298.08,,completed,,2022-10-26T00:00:00
66,14,14,2022-10-26T00:00:00,1,150,276,22.08,0,0,,298.08,,completed,,2022-10-26T00:00:00
67,14,17,2021-04-26T00:00:00,1,88,414,33.12,0,0,,447.12,paypal,completed,248,2021-04-26T00:00:00
67,14,42,2021-04-26T00:00:00,1,221,414,33.12,0,0,,447.12,paypal,completed,248,2021-04-26T00:00:00
67,14,22,2021-04-26T00:00:00,1,25,414,33.12,0,0,,447.12,paypal,completed,248,2021-04-26T00:00:00
67,14,18,2021-04-26T00:00:00,1,80,414,33.12,0,0,,447.12,paypal,completed,248,2021-04-26T00:00:00
68,14,58,2020-11-19T00:00:00,1,38,76,6.08,0,0,,82.08,google_pay,completed,,2020-11-19T00:00:00
68,14,58,2020-11-19T00:00:00,1,38,76,6.08,0,0,,82.08,google_pay,completed,,2020-11-19T00:00:00
69,14,45,2021-05-25T00:00:00,1,244,696,55.68,0,0,,751.68,google_pay,completed,,2021-05-25T00:00:00
69,14,41,2021-05-25T00:00:00,1,394,696,55.68,0,0,,751.68,google_pay,completed,,2021-05-25T00:00:00
69,14,49,2021-05-25T00:00:00,1,58,696,55.68,0,0,,751.68,google_pay,completed,,2021-05-25T00:00:00
70,14,28,2021-01-21T00:00:00,1,32,32,2.56,8.0,0,,42.56,paypal,completed,,2021-01-21T00:00:00
71,14,48,2021-05-27T00:00:00,1,431,1106,88.48,0,0,,1194.48,google_pay,completed,,2021-05-27T00:00:00
71,14,48,2021-05-27T00:00:00,1,431,1106,88.48,0,0,,1194.48,google_pay,completed,,2021-05-27T00:00:00
71,14,45,2021-05-27T00:00:00,1,244,1106,88.48,0,0,,1194.48,google_pay,completed,,2021-05-27T00:00:00
72,15,2,2023-11-20T00:00:00,1,1238,2943,235.44,0,0,,3178.44,paypal,completed,1469,2023-11-20T00:00:00
72,15,7,2023-11-20T00:00:00,1,1411,2943,235.44,0,0,,3178.44,paypal,completed,1469,2023-11-20T00:00:00
72,15,25,2023-11-20T00:00:00,1,38,2943,235.44,0,0,,3178.44,paypal,completed,1469,2023-11-20T00:00:00
72,15,6,2023-11-20T00:00:00,1,256,2943,235.44,0,0,,3178.44,paypal,completed,1469,2023-11-20T00:00:00
73,15,10,2022-03-05T00:00:00,1,1454,1454,116.32,0,0,,1570.32,google_pay,completed,,2022-03-05T00:00:00
74,15,58,2022-12-27T00:00:00,1,38,38,3.04,8.0,0,,49.04,apple_pay,completed,1319,2022-12-27T00:00:00
75,18,52,2024-03-26T00:00:00,1,50,50,4.0,8.0,0,,62.0,google_pay,completed,,2024-03-26T00:00:00
76,18,50,2024-07-21T00:00:00,1,327,911,72.88,0,0,,983.88,,completed,,2024-07-21T00:00:00
76,18,40,2024-07-21T00:00:00,1,129,911,72.88,0,0,,983.88,,completed,,2024-07-21T00:00:00
76,18,18,2024-07-21T00:00:00,1,80,911,72.88,0,0,,983.88,,completed,,2024-07-21T00:00:00
76,18,44,2024-07-21T00:00:00,1,375,911,72.88,0,0,,983.88,,completed,,2024-07-21T00:00:00
77,18,45,2024-02-16T00:00:00,1,244,244,19.52,0,0,,263.52,credit_card,completed,,2024-02-16T00:00:00
78,19,62,2021-01-16T00:00:00,1,34,59,4.72,0,0,,63.72,google_pay,completed,,2021-01-16T00:00:00
78,19,22,2021-01-16T00:00:00,1,25,59,4.72,0,0,,63.72,google_pay,completed,,2021-01-16T00:00:00
79,19,34,2023-05-17T00:00:00,1,70,70,5.6,0,0,,75.6,debit_card,completed,,2023-05-17T00:00:00
80,19,3,2023-03-01T00:00:00,1,342,400,32.0,0,0,,432.0,google_pay,completed,1319,2023-03-01T00:00:00
80,19,60,2023-03-01T00:00:00,1,20,400,32.0,0,0,,432.0,google_pay,completed,1319,2023-03-01T00:00:00
80,19,58,2023-03-01T00:00:00,1,38,400,32.0,0,0,,432.0,google_pay,completed,1319,2023-03-01T00:00:00
81,20,3,2024-01-07T00:00:00,1,342,342,27.36,0,0,,369.36,paypal,completed,,2024-01-07T00:00:00
82,20,31,2024-01-08T00:00:00,1,243,277,22.16,0,0,,299.16,google_pay,completed,1075,2024-01-08T00:00:00
82,20,62,2024-01-08T00:00:00,1,34,277,22.16,0,0,,299.16,google_pay,completed,1075,2024-01-08T00:00:00
83,20,37,2024-10-24T00:00:00,1,252,627,50.16,0,0,,677.16,apple_pay,completed,303,2024-10-24T00:00:00
83,20,44,2024-10-24T00:00:00,1,375,627,50.16,0,0,,677.16,apple_pay,completed,303,2024-10-24T00:00:00
84,20,13,2023-11-29T00:00:00,1,143,382,30.56,0,0,,412.56,apple_pay,completed,301,2023-11-29T00:00:00
84,20,19,2023-11-29T00:00:00,1,113,382,30.56,0,0,,412.56,apple_pay,completed,301,2023-11-29T00:00:00
84,20,17,2023-11-29T00:00:00,1,88,382,30.56,0,0,,412.56,apple_pay,completed,301,2023-11-29T00:00:00
84,20,25,2023-11-29T00:00:00,1,38,382,30.56,0,0,,412.56,apple_pay,completed,301,2023-11-29T00:00:00
85,20,35,2024-11-08T00:00:00,1,186,304,24.32,0,0,,328.32,debit_card,completed,,2024-11-08T00:00:00
85,20,29,2024-11-08T00:00:00,1,118,304,24.32,0,0,,328.32,debit_card,completed,,2024-11-08T00:00:00
86,20,53,2024-07-02T00:00:00,1,18,45,3.6,8.0,0,,56.6,credit_card,completed,,2024-07-02T00:00:00
86,20,56,2024-07-02T00:00:00,1,27,45,3.6,8.0,0,,56.6,credit_card,completed,,2024-07-02T00:00:00
87,20,48,2024-08-24T00:00:00,1,431,431,34.48,0,0,,465.48,credit_card,refunded,,2024-08-24T00:00:00
88,21,10,2024-11-26T00:00:00,1,1454,1454,116.32,0,0,,1570.32,,completed,,2024-11-26T00:00:00
89,21,29,2024-08-15T00:00:00,1,118,851,68.08,0,0,,919.08,google_pay,completed,343,2024-08-15T00:00:00
89,21,28,2024-08-15T00:00:00,1,32,851,68.08,0,0,,919.08,google_pay,completed,343,2024-08-15T00:00:00
89,21,5,2024-08-15T00:00:00,1,604,851,68.08,0,0,,919.08,google_pay,completed,343,2024-08-15T00:00:00
89,21,62,2024-08-15T00:00:00,1,34,851,68.08,0,0,,919.08,google_pay,completed,343,2024-08-15T00:00:00
89,21,30,2024-08-15T00:00:00,1,63,851,68.08,0,0,,919.08,google_pay,completed,343,2024-08-15T00:00:00
90,21,44,2024-12-08T00:00:00,1,375,1880,150.4,0,0,,2030.4,paypal,completed,104,2024-12-08T00:00:00
90,21,12,2024-12-08T00:00:00,1,1107,1880,150.4,0,0,,2030.4,paypal,completed,104,2024-12-08T00:00:00
90,21,51,2024-12-08T00:00:00,1,398,1880,150.4,0,0,,2030.4,paypal,completed,104,2024-12-08T00:00:00
91,21,12,2024-12-29T00:00:00,1,1107,1107,88.56,0,170.7,SAVE10,1024.86,,cancelled,,2024-12-29T00:00:00
92,21,2,2024-07-28T00:00:00,1,1238,1524,121.92,0,0,,1645.92,debit_card,completed,,2024-07-28T00:00:00
92,21,13,2024-07-28T00:00:00,1,143,1524,121.92,0,0,,1645.92,debit_card,completed,,2024-07-28T00:00:00
92,21,13,2024-07-28T00:00:00,1,143,1524,121.92,0,0,,1645.92,debit_card,completed,,2024-07-28T00:00:00
93,21,53,2024-09-29T00:00:00,1,18,280,22.4,0,0,,302.4,google_pay,completed,,2024-09-29T00:00:00
93,21,33,2024-09-29T00:00:00,1,262,280,22.4,0,0,,302.4,google_pay,completed,,2024-09-29T00:00:00
94,22,30,2022-11-12T00:00:00,1,63,258,20.64,0,0,,278.64,debit_card,completed,699,2022-11-12T00:00:00
94,22,39,2022-11-12T00:00:00,1,-262,258,20.64,0,0,,278.64,debit_card,completed,699,2022-11-12T00:00:00
94,22,40,2022-11-12T00:00:00,1,129,258,20.64,0,0,,278.64,debit_card,completed,699,2022-11-12T00:00:00
94,22,24,2022-11-12T00:00:00,1,66,258,20.64,0,0,,278.64,debit_card,completed,699,2022-11-12T00:00:00
1,22,45,2023-05-25T00:00:00,1,244,830,66.4,0,0,,896.4,credit_card,completed,,2023-05-25T00:00:00
1,22,3,2023-05-25T00:00:00,1,342,830,66.4,0,0,,896.4,credit_card,completed,,2023-05-25T00:00:00
1,22,45,2023-05-25T00:00:00,1,244,830,66.4,0,0,,896.4,credit_card,completed,,2023-05-25T00:00:00
96,22,20,2023-09-26T00:00:00,1,67,67,5.36,0,0,,72.36,google_pay,completed,,2023-09-26T00:00:00
97,22,1,2023-07-13T00:00:00,1,249,249,19.92,0,0,,268.92,apple_pay,completed,,2023-07-13T00:00:00
98,23,58,2022-03-01T00:00:00,1,38,107,8.56,0,0,,115.56,apple_pay,completed,,2022-03-01T00:00:00
98,23,55,2022-03-01T00:00:00,1,37,107,8.56,0,0,,115.56,apple_pay,completed,,2022-03-01T00:00:00
98,23,59,2022-03-01T00:00:00,1,32,107,8.56,0,0,,115.56,apple_pay,completed,,2022-03-01T00:00:00
1,23,18,2022-04-03T00:00:00,1,80,80,6.4,0,0,,86.4,paypal,completed,,2022-04-03T00:00:00
100,24,23,2020-11-27T00:00:00,1,65,233,18.64,0,23.8,FLASH20,-227.83999999999997,apple_pay,completed,349,2020-11-27T00:00:00
100,24,15,2020-11-27T00:00:00,1,168,233,18.64,0,23.8,FLASH20,-227.83999999999997,apple_pay,completed,349,2020-11-27T00:00:00
101,25,23,2023-02-07T00:00:00,1,65,145,11.6,0,0,,156.6,paypal,completed,,2023-02-07T00:00:00
101,25,18,2023-02-07T00:00:00,1,80,145,11.6,0,0,,156.6,paypal,completed,,2023-02-07T00:00:00
102,25,50,2022-11-20T00:00:00,1,327,1152,92.16,0,0,,1244.16,,cancelled,,2022-11-20T00:00:00
102,25,43,2022-11-20T00:00:00,1,450,1152,92.16,0,0,,1244.16,,cancelled,,2022-11-20T00:00:00
102,25,26,2022-11-20T00:00:00,1,-182,1152,92.16,0,0,,1244.16,,cancelled,,2022-11-20T00:00:00
102,25,44,2022-11-20T00:00:00,1,375,1152,92.16,0,0,,1244.16,,cancelled,,2022-11-20T00:00:00
1,25,19,2023-04-01T00:00:00,1,113,193,15.44,0,0,,208.44,google_pay,completed,,2023-04-01T00:00:00
1,25,18,2023-04-01T00:00:00,1,80,193,15.44,0,0,,208.44,google_pay,completed,,2023-04-01T00:00:00
104,26,18,2024-01-01T00:00:00,1,80,168,13.44,0,0,,181.44,paypal,completed,839,2024-01-01T00:00:00
104,26,16,2024-01-01T00:00:00,1,88,168,13.44,0,0,,181.44,paypal,completed,839,2024-01-01T00:00:00
105,26,52,2021-05-14T00:00:00,1,50,1176,94.08,0,0,,1270.08,apple_pay,completed,,2021-05-14T00:00:00
105,26,8,2021-05-14T00:00:00,1,255,1176,94.08,0,0,,1270.08,apple_pay,completed,,2021-05-14T00:00:00
105,26,14,2021-05-14T00:00:00,1,150,1176,94.08,0,0,,1270.08,apple_pay,completed,,2021-05-14T00:00:00
105,26,50,2021-05-14T00:00:00,1,327,1176,94.08,0,0,,1270.08,apple_pay,completed,,2021-05-14T00:00:00
105,26,41,2021-05-14T00:00:00,1,394,1176,94.08,0,0,,1270.08,apple_pay,completed,,2021-05-14T00:00:00
106,27,11,2023-10-26T00:00:00,1,1276,2757,220.56,0,266.94,WELCOME,2710.62,,completed,,2023-10-26T00:00:00
106,27,4,2023-10-26T00:00:00,1,243,2757,220.56,0,266.94,WELCOME,2710.62,,completed,,2023-10-26T00:00:00
106,27,2,2023-10-26T00:00:00,1,1238,2757,220.56,0,266.94,WELCOME,2710.62,,completed,,2023-10-26T00:00:00
107,27,55,2024-06-29T00:00:00,1,37,364,29.12,0,0,,393.12,debit_card,completed,607,2024-06-29T00:00:00
107,27,50,2024-06-29T00:00:00,1,327,364,29.12,0,0,,393.12,debit_card,completed,607,2024-06-29T00:00:00
108,27,13,2024-09-29T00:00:00,1,143,1884,150.72,0,0,,2034.72,google_pay,completed,,2024-09-29T00:00:00
108,27,51,2024-09-29T00:00:00,1,398,1884,150.72,0,0,,2034.72,google_pay,completed,,2024-09-29T00:00:00
108,27,11,2024-09-29T00:00:00,1,1276,1884,150.72,0,0,,2034.72,google_pay,completed,,2024-09-29T00:00:00
108,27,20,2024-09-29T00:00:00,1,67,1884,150.72,0,0,,2034.72,google_pay,completed,,2024-09-29T00:00:00
109,27,12,2024-03-23T00:00:00,1,1107,1107,88.56,0,59.18,FLASH20,1136.3799999999999,debit_card,completed,,2024-03-23T00:00:00
110,27,9,2024-04-01T00:00:00,1,270,270,21.6,0,0,,291.6,apple_pay,completed,1160,2024-04-01T00:00:00
111,28,63,2023-05-14T00:00:00,1,30,30,2.4,8.0,0,,40.4,google_pay,completed,,2023-05-14T00:00:00
112,28,5,2022-08-26T00:00:00,1,604,604,48.32,0,0,,652.32,apple_pay,completed,269,2022-08-26T00:00:00
113,28,27,2024-12-07T00:00:00,1,63,101,8.08,0,0,,109.08,google_pay,completed,,2024-12-07T00:00:00
113,28,58,2024-12-07T00:00:00,1,38,101,8.08,0,0,,109.08,google_pay,completed,,2024-12-07T00:00:00
114,28,14,2022-08-24T00:00:00,1,150,150,12.0,0,20.8,WELCOME,141.2,debit_card,completed,,2022-08-24T00:00:00
115,29,21,2024-11-17T00:00:00,1,143,258,20.64,0,0,,278.64,google_pay,completed,827,2024-11-17T00:00:00
115,29,17,2024-11-17T00:00:00,1,88,258,20.64,0,0,,278.64,google_pay,completed,827,2024-11-17T00:00:00
115,29,56,2024-11-17T00:00:00,1,27,258,20.64,0,0,,278.64,google_pay,completed,827,2024-11-17T00:00:00
